user_sequence,challenge
48469_12,CI24610
48472_12,CI26198
48473_12,CI26196
48474_12,CI23702
48478_12,CI25509
48485_12,CI26929
48488_12,CI26186
48500_12,CI23770
48504_12,CI24939
48505_12,CI24876
48507_12,CI25454
48512_12,CI23855
48516_12,CI25150
48521_12,CI25092
48524_12,CI23667
48525_12,CI25141
48526_12,CI24956
48529_12,CI25490
48533_12,CI24934
48534_12,CI24418
48536_12,CI24927
48537_12,CI27665
48541_12,CI25104
48543_12,CI26051
48544_12,CI27780
48545_12,CI26897
48547_12,CI23726
48552_12,CI24426
48555_12,CI24876
48560_12,CI26900
48565_12,CI24953
48566_12,CI23784
48567_12,CI24532
48570_12,CI25135
48574_12,CI26906
48575_12,CI25175
48577_12,CI23964
48578_12,CI25135
48579_12,CI26427
48581_12,CI24004
48585_12,CI24420
48587_12,CI25123
48589_12,CI26915
48590_12,CI24916
48592_12,CI24138
48593_12,CI25055
48594_12,CI25105
48595_12,CI25125
48598_12,CI28189
48602_12,CI24438
48607_12,CI23769
48608_12,CI24860
48610_12,CI24522
48612_12,CI24916
48613_12,CI23933
48620_12,CI23966
48625_12,CI23938
48627_12,CI24437
48628_12,CI25063
48639_12,CI23843
48647_12,CI23966
48652_12,CI27245
48654_12,CI27227
48661_12,CI24115
48667_12,CI24170
48670_12,CI25111
48671_12,CI23853
48672_12,CI25735
48674_12,CI23855
48678_12,CI26505
48680_12,CI25076
48681_12,CI23932
48682_12,CI24530
48683_12,CI23975
48689_12,CI24534
48696_12,CI24031
48697_12,CI27051
48702_12,CI26199
48704_12,CI26195
48705_12,CI24415
48706_12,CI27861
48708_12,CI25053
48710_12,CI25075
48711_12,CI23691
48712_12,CI24868
48715_12,CI26196
48718_12,CI26990
48719_12,CI26799
48720_12,CI24594
48722_12,CI23848
48724_12,CI26196
48729_12,CI25149
48741_12,CI27049
48742_12,CI23513
48743_12,CI26050
48746_12,CI27050
48752_12,CI23874
48757_12,CI25143
48758_12,CI26197
48759_12,CI24527
48760_12,CI26197
48763_12,CI24436
48764_12,CI24530
48767_12,CI25136
48769_12,CI26197
48772_12,CI24876
48783_12,CI25834
48784_12,CI24030
48785_12,CI27015
48786_12,CI26986
48790_12,CI24421
48791_12,CI24207
48792_12,CI23989
48806_12,CI26204
48807_12,CI24419
48813_12,CI26202
48814_12,CI23933
48822_12,CI26932
48824_12,CI26051
48826_12,CI24897
48827_12,CI24531
48828_12,CI23726
48832_12,CI27048
48835_12,CI23653
48836_12,CI27003
48839_12,CI24445
48843_12,CI24030
48845_12,CI28253
48846_12,CI23697
48851_12,CI24106
48853_12,CI27048
48856_12,CI26203
48858_12,CI24876
48859_12,CI24527
48861_12,CI24534
48863_12,CI24001
48865_12,CI27051
48866_12,CI24534
48867_12,CI26197
48870_12,CI26201
48872_12,CI23691
48873_12,CI25075
48874_12,CI25126
48877_12,CI27669
48878_12,CI25056
48879_12,CI24716
48881_12,CI24139
48883_12,CI24891
48884_12,CI24958
48886_12,CI25490
48889_12,CI24426
48890_12,CI25111
48892_12,CI27644
48893_12,CI24527
48896_12,CI24418
48897_12,CI24530
48898_12,CI24274
48899_12,CI24081
48901_12,CI25132
48903_12,CI25509
48909_12,CI24373
48910_12,CI26934
48913_12,CI24187
48914_12,CI23546
48915_12,CI24599
48917_12,CI23770
48925_12,CI23812
48932_12,CI27795
48934_12,CI25137
48935_12,CI23667
48937_12,CI24275
48939_12,CI25132
48942_12,CI24793
48943_12,CI25068
48947_12,CI23958
48950_12,CI24892
48951_12,CI24421
48952_12,CI24534
48953_12,CI24866
48956_12,CI27461
48958_12,CI25074
48959_12,CI24915
48960_12,CI26501
48967_12,CI24917
48969_12,CI23855
48973_12,CI25124
48977_12,CI23663
48983_12,CI27173
48985_12,CI26912
48990_12,CI25126
48992_12,CI26194
48997_12,CI24530
48998_12,CI23629
49004_12,CI26055
49006_12,CI26911
49016_12,CI23659
49021_12,CI26933
49023_12,CI24440
49024_12,CI25134
49029_12,CI24958
49034_12,CI23994
49037_12,CI25051
49042_12,CI24692
49043_12,CI24876
49045_12,CI23673
49049_12,CI24917
49051_12,CI23770
49053_12,CI24875
49055_12,CI23922
49060_12,CI28617
49065_12,CI23839
49067_12,CI24690
49070_12,CI24944
49072_12,CI25101
49073_12,CI24917
49076_12,CI26755
49079_12,CI25105
49080_12,CI28570
49085_12,CI23663
49089_12,CI28583
49092_12,CI25126
49093_12,CI23909
49095_12,CI24531
49096_12,CI27932
49098_12,CI24957
49100_12,CI24642
49101_12,CI24111
49107_12,CI24373
49108_12,CI25634
49114_12,CI23882
49120_12,CI28113
49121_12,CI24421
49126_12,CI23714
49129_12,CI25737
49133_12,CI27811
49135_12,CI25200
49136_12,CI25110
49141_12,CI26933
49142_12,CI27989
49147_12,CI26171
49148_12,CI26218
49149_12,CI24100
49152_12,CI28586
49154_12,CI26923
49155_12,CI26909
49160_12,CI26926
49162_12,CI26921
49163_12,CI25140
49165_12,CI26927
49168_12,CI24157
49174_12,CI26925
49175_12,CI24534
49178_12,CI26908
49183_12,CI24374
49188_12,CI26923
49199_12,CI23691
49203_12,CI24968
49204_12,CI23691
49205_12,CI25253
49206_12,CI24875
49211_12,CI23786
49212_12,CI28575
49217_12,CI25124
49218_12,CI26821
49220_12,CI27013
49222_12,CI23696
49225_12,CI23848
49228_12,CI27002
49232_12,CI24968
49235_12,CI27006
49236_12,CI27001
49241_12,CI27013
49242_12,CI24950
49245_12,CI24440
49247_12,CI23688
49249_12,CI23839
49250_12,CI23769
49253_12,CI24374
49254_12,CI25135
49255_12,CI23569
49256_12,CI25051
49257_12,CI25149
49258_12,CI24031
49260_12,CI25375
49268_12,CI24257
49270_12,CI25029
49272_12,CI27141
49278_12,CI24109
49279_12,CI25108
49281_12,CI26050
49282_12,CI24869
49283_12,CI24866
49291_12,CI24440
49292_12,CI26185
49294_12,CI28441
49296_12,CI27141
49300_12,CI27566
49301_12,CI24866
49303_12,CI27789
49306_12,CI27644
49307_12,CI24953
49321_12,CI25123
49324_12,CI25135
49326_12,CI24917
49332_12,CI24917
49334_12,CI27733
49335_12,CI28582
49342_12,CI24891
49343_12,CI25738
49344_12,CI26857
49349_12,CI24943
49353_12,CI28086
49359_12,CI24958
49360_12,CI23714
49362_12,CI27049
49365_12,CI24787
49367_12,CI26197
49368_12,CI27048
49372_12,CI26868
49375_12,CI25728
49376_12,CI24992
49381_12,CI24250
49382_12,CI24532
49385_12,CI26205
49390_12,CI26836
49395_12,CI27789
49400_12,CI23691
49404_12,CI24680
49405_12,CI23856
49411_12,CI25214
49412_12,CI28120
49414_12,CI23848
49418_12,CI25074
49419_12,CI25295
49420_12,CI24972
49421_12,CI24958
49422_12,CI25740
49427_12,CI25098
49429_12,CI24690
49430_12,CI24962
49432_12,CI27544
49433_12,CI24649
49434_12,CI25497
49438_12,CI26909
49442_12,CI26921
49448_12,CI26918
49452_12,CI26912
49453_12,CI24532
49462_12,CI24532
49475_12,CI24873
49476_12,CI26916
49481_12,CI24527
49483_12,CI26908
49484_12,CI26907
49485_12,CI28285
49486_12,CI26913
49490_12,CI26909
49492_12,CI24532
49494_12,CI26914
49495_12,CI26917
49496_12,CI26909
49499_12,CI26907
49501_12,CI26915
49506_12,CI26914
49508_12,CI26908
49509_12,CI26908
49512_12,CI26917
49514_12,CI25057
49519_12,CI24531
49525_12,CI26908
49526_12,CI26914
49529_12,CI26925
49530_12,CI24906
49532_12,CI24532
49534_12,CI26926
49536_12,CI26919
49539_12,CI24532
49540_12,CI26914
49541_12,CI25057
49542_12,CI28181
49544_12,CI28569
49546_12,CI25119
49548_12,CI24030
49552_12,CI28183
49554_12,CI25733
49557_12,CI24117
49559_12,CI23770
49561_12,CI24930
49563_12,CI25034
49565_12,CI28572
49572_12,CI24273
49576_12,CI24962
49577_12,CI24056
49579_12,CI24954
49581_12,CI24943
49583_12,CI24120
49586_12,CI26931
49588_12,CI26951
49589_12,CI23714
49590_12,CI23690
49594_12,CI23975
49596_12,CI25105
49597_12,CI28764
49598_12,CI25450
49604_12,CI26912
49610_12,CI26931
49612_12,CI26925
49613_12,CI26912
49614_12,CI26923
49616_12,CI26862
49622_12,CI26927
49625_12,CI26918
49626_12,CI26916
49627_12,CI26922
49628_12,CI24214
49630_12,CI26918
49635_12,CI26861
49637_12,CI26908
49641_12,CI26916
49646_12,CI26931
49650_12,CI26935
49651_12,CI24459
49652_12,CI26874
49653_12,CI26855
49654_12,CI26933
49655_12,CI26906
49660_12,CI24440
49663_12,CI26171
49665_12,CI26877
49666_12,CI26930
49671_12,CI26933
49672_12,CI26933
49673_12,CI26208
49676_12,CI26914
49677_12,CI26935
49680_12,CI26912
49681_12,CI26936
49685_12,CI25075
49687_12,CI26173
49689_12,CI26171
49690_12,CI26953
49691_12,CI24230
49693_12,CI23714
49696_12,CI26908
49701_12,CI26923
49702_12,CI27659
49704_12,CI26051
49706_12,CI26909
49709_12,CI26923
49713_12,CI25729
49715_12,CI24670
49716_12,CI26911
49718_12,CI23697
49719_12,CI26908
49720_12,CI25115
49721_12,CI26914
49722_12,CI23769
49723_12,CI27050
49724_12,CI26953
49726_12,CI26875
49729_12,CI26930
49730_12,CI25106
49733_12,CI26918
49735_12,CI26914
49736_12,CI23929
49737_12,CI25141
49743_12,CI26923
49744_12,CI26171
49745_12,CI23714
49747_12,CI26172
49748_12,CI26208
49749_12,CI26906
49753_12,CI26933
49754_12,CI26866
49766_12,CI26907
49770_12,CI26912
49772_12,CI26921
49776_12,CI26909
49779_12,CI26912
49780_12,CI26218
49782_12,CI26906
49792_12,CI26176
49795_12,CI28108
49797_12,CI26932
49800_12,CI26916
49801_12,CI26208
49803_12,CI26922
49804_12,CI26173
49805_12,CI26917
49807_12,CI26172
49810_12,CI26925
49818_12,CI26913
49819_12,CI26933
49820_12,CI26922
49821_12,CI26909
49824_12,CI26906
49832_12,CI26866
49834_12,CI26910
49835_12,CI26935
49836_12,CI25093
49842_12,CI25124
49848_12,CI26931
49849_12,CI26054
49856_12,CI23856
49857_12,CI23975
49858_12,CI24958
49859_12,CI23769
49862_12,CI26914
49869_12,CI24642
49872_12,CI23714
49874_12,CI24206
49876_12,CI26050
49877_12,CI23702
49878_12,CI24882
49881_12,CI24187
49884_12,CI26167
49894_12,CI23691
49902_12,CI23887
49903_12,CI23639
49904_12,CI28583
49908_12,CI24271
49909_12,CI25140
49920_12,CI23952
49923_12,CI28568
49924_12,CI28577
49925_12,CI26999
49928_12,CI24534
49929_12,CI26156
49930_12,CI24968
49932_12,CI26958
49940_12,CI24081
49944_12,CI24228
49949_12,CI24206
49952_12,CI28569
49958_12,CI25514
49962_12,CI26920
49968_12,CI24868
49973_12,CI23691
49975_12,CI23836
49976_12,CI23702
49980_12,CI26200
49985_12,CI23856
49987_12,CI23761
49989_12,CI25987
49991_12,CI26200
49992_12,CI25029
49994_12,CI24157
49997_12,CI27529
50001_12,CI26201
50003_12,CI26898
50006_12,CI23691
50008_12,CI24525
50009_12,CI24231
50016_12,CI23612
50017_12,CI25775
50018_12,CI24957
50019_12,CI26900
50020_12,CI23830
50024_12,CI26897
50032_12,CI25075
50033_12,CI27653
50034_12,CI24969
50038_12,CI23554
50039_12,CI24917
50042_12,CI27921
50044_12,CI23740
50045_12,CI25740
50048_12,CI23648
50054_12,CI26930
50059_12,CI26909
50060_12,CI24359
50068_12,CI23697
50069_12,CI24915
50072_12,CI26050
50073_12,CI24876
50074_12,CI23669
50080_12,CI26923
50083_12,CI25135
50084_12,CI24965
50093_12,CI28577
50095_12,CI26911
50102_12,CI24866
50106_12,CI25302
50107_12,CI23691
50110_12,CI23714
50113_12,CI23887
50117_12,CI24435
50120_12,CI24257
50123_12,CI25022
50124_12,CI24997
50126_12,CI24373
50128_12,CI26192
50131_12,CI24235
50133_12,CI24530
50135_12,CI25124
50137_12,CI24261
50140_12,CI23697
50141_12,CI25022
50143_12,CI24892
50145_12,CI25141
50149_12,CI24527
50150_12,CI24992
50152_12,CI25260
50154_12,CI24032
50155_12,CI26055
50157_12,CI23714
50159_12,CI25514
50162_12,CI23691
50164_12,CI23702
50166_12,CI24679
50168_12,CI24278
50169_12,CI26928
50171_12,CI25126
50172_12,CI24081
50173_12,CI23651
50175_12,CI27361
50177_12,CI26905
50178_12,CI24534
50179_12,CI26907
50182_12,CI26864
50185_12,CI25108
50186_12,CI24952
50188_12,CI27414
50194_12,CI27962
50195_12,CI23999
50198_12,CI26926
50200_12,CI28239
50202_12,CI27013
50203_12,CI27008
50207_12,CI24274
50209_12,CI26702
50210_12,CI28290
50214_12,CI23790
50215_12,CI28910
50219_12,CI24530
50226_12,CI26165
50229_12,CI26833
50233_12,CI25150
50241_12,CI25126
50249_12,CI27049
50251_12,CI26197
50254_12,CI27048
50257_12,CI26898
50259_12,CI26899
50262_12,CI27050
50263_12,CI27048
50265_12,CI26210
50274_12,CI27658
50280_12,CI27658
50287_12,CI26210
50289_12,CI26198
50290_12,CI27660
50291_12,CI27673
50293_12,CI27662
50297_12,CI26898
50298_12,CI26193
50299_12,CI27673
50300_12,CI26194
50301_12,CI27670
50303_12,CI27668
50304_12,CI27035
50307_12,CI26894
50308_12,CI26204
50309_12,CI26194
50310_12,CI27051
50312_12,CI26831
50313_12,CI26188
50314_12,CI26951
50325_12,CI27038
50330_12,CI27047
50332_12,CI27038
50336_12,CI26197
50339_12,CI26176
50340_12,CI26205
50341_12,CI26197
50344_12,CI27805
50346_12,CI26210
50351_12,CI25024
50353_12,CI24866
50355_12,CI28256
50356_12,CI28801
50357_12,CI23506
50358_12,CI28569
50362_12,CI26199
50364_12,CI24876
50366_12,CI24610
50372_12,CI23769
50375_12,CI25057
50376_12,CI25103
50379_12,CI25292
50384_12,CI26598
50391_12,CI27038
50393_12,CI27048
50396_12,CI27662
50397_12,CI27035
50399_12,CI27051
50401_12,CI27050
50404_12,CI27038
50405_12,CI27033
50406_12,CI26203
50409_12,CI26894
50410_12,CI27048
50411_12,CI27035
50412_12,CI26196
50413_12,CI27681
50415_12,CI26195
50417_12,CI26197
50418_12,CI27656
50420_12,CI27048
50421_12,CI26188
50426_12,CI27780
50430_12,CI27038
50431_12,CI27026
50433_12,CI27044
50435_12,CI26196
50436_12,CI26197
50440_12,CI26220
50445_12,CI26898
50446_12,CI27038
50447_12,CI26898
50448_12,CI26197
50460_12,CI25361
50462_12,CI27721
50464_12,CI26221
50465_12,CI27457
50468_12,CI26901
50470_12,CI26897
50472_12,CI26900
50475_12,CI25124
50476_12,CI26895
50478_12,CI26895
50482_12,CI26822
50483_12,CI27677
50484_12,CI27665
50487_12,CI27670
50493_12,CI27661
50497_12,CI26221
50501_12,CI27675
50506_12,CI27659
50508_12,CI26921
50512_12,CI24968
50513_12,CI26206
50514_12,CI26839
50515_12,CI27670
50516_12,CI23663
50517_12,CI26414
50518_12,CI26783
50519_12,CI26426
50521_12,CI26990
50522_12,CI26938
50523_12,CI24534
50527_12,CI26198
50528_12,CI23727
50530_12,CI26200
50532_12,CI24117
50533_12,CI26206
50538_12,CI24534
50540_12,CI26210
50541_12,CI25126
50542_12,CI28414
50546_12,CI24940
50548_12,CI26895
50549_12,CI25124
50550_12,CI26220
50553_12,CI26417
50555_12,CI26416
50557_12,CI26406
50559_12,CI27681
50561_12,CI26681
50566_12,CI26194
50567_12,CI26952
50571_12,CI26196
50573_12,CI26195
50574_12,CI27670
50579_12,CI23714
50596_12,CI26169
50601_12,CI27680
50602_12,CI26898
50607_12,CI26198
50613_12,CI26194
50614_12,CI26195
50617_12,CI27665
50620_12,CI26169
50622_12,CI26210
50623_12,CI26842
50624_12,CI27659
50625_12,CI24527
50626_12,CI23769
50629_12,CI26822
50635_12,CI27673
50639_12,CI27669
50640_12,CI26898
50645_12,CI26169
50646_12,CI23663
50647_12,CI27659
50648_12,CI27679
50650_12,CI23839
50655_12,CI23848
50657_12,CI24139
50658_12,CI27673
50667_12,CI23938
50668_12,CI24440
50669_12,CI24459
50670_12,CI24787
50671_12,CI24419
50672_12,CI24228
50674_12,CI23912
50679_12,CI23830
50680_12,CI23763
50684_12,CI24175
50690_12,CI24786
50692_12,CI28576
50693_12,CI24534
50694_12,CI26838
50696_12,CI26598
50699_12,CI24867
50700_12,CI25135
50701_12,CI24866
50702_12,CI25057
50703_12,CI25126
50706_12,CI25141
50710_12,CI26809
50712_12,CI23691
50713_12,CI24206
50717_12,CI25108
50720_12,CI24230
50723_12,CI26909
50724_12,CI26208
50726_12,CI26175
50728_12,CI26208
50738_12,CI25140
50739_12,CI25727
50742_12,CI25146
50748_12,CI28571
50749_12,CI26864
50755_12,CI26173
50760_12,CI23913
50761_12,CI23769
50765_12,CI24511
50766_12,CI26926
50769_12,CI26923
50772_12,CI26909
50774_12,CI26923
50775_12,CI26914
50778_12,CI26914
50779_12,CI26912
50784_12,CI26918
50785_12,CI26913
50788_12,CI26926
50792_12,CI26909
50793_12,CI26925
50794_12,CI26922
50795_12,CI26923
50797_12,CI24040
50803_12,CI26909
50812_12,CI25179
50813_12,CI26923
50819_12,CI26436
50820_12,CI23660
50821_12,CI26411
50822_12,CI27269
50823_12,CI23788
50825_12,CI26505
50831_12,CI23663
50839_12,CI24031
50846_12,CI26190
50847_12,CI26196
50852_12,CI25336
50859_12,CI25124
50861_12,CI26895
50862_12,CI23761
50863_12,CI23714
50866_12,CI27670
50869_12,CI26899
50880_12,CI23648
50883_12,CI24871
50886_12,CI27804
50889_12,CI26895
50892_12,CI26954
50895_12,CI26188
50897_12,CI23714
50900_12,CI27662
50903_12,CI27680
50904_12,CI27665
50906_12,CI27674
50908_12,CI26822
50909_12,CI27677
50912_12,CI27971
50916_12,CI26923
50918_12,CI27972
50919_12,CI26915
50923_12,CI25149
50926_12,CI27007
50927_12,CI27972
50929_12,CI27972
50930_12,CI27972
50942_12,CI28573
50944_12,CI26923
50945_12,CI26210
50946_12,CI25022
50947_12,CI26929
50950_12,CI26936
50951_12,CI27974
50952_12,CI26915
50959_12,CI26936
50961_12,CI25124
50962_12,CI24530
50963_12,CI24406
50964_12,CI25125
50966_12,CI25227
50967_12,CI25733
50968_12,CI26050
50969_12,CI23994
50970_12,CI24528
50975_12,CI25107
50990_12,CI23848
50993_12,CI26926
50994_12,CI23691
51000_12,CI26923
51001_12,CI26168
51008_12,CI25142
51013_12,CI25438
51014_12,CI24436
51017_12,CI24437
51018_12,CI24876
51020_12,CI24532
51027_12,CI24876
51031_12,CI28569
51038_12,CI24257
51039_12,CI28585
51040_12,CI24876
51041_12,CI23702
51042_12,CI24380
51043_12,CI25738
51046_12,CI24448
51047_12,CI23730
51048_12,CI25105
51050_12,CI24228
51052_12,CI23714
51053_12,CI26896
51054_12,CI26954
51061_12,CI27810
51063_12,CI24418
51064_12,CI27806
51066_12,CI27810
51067_12,CI27811
51070_12,CI27805
51072_12,CI25142
51073_12,CI25132
51075_12,CI27800
51076_12,CI27803
51077_12,CI25135
51079_12,CI24117
51080_12,CI25105
51087_12,CI25107
51088_12,CI24866
51093_12,CI27809
51094_12,CI27800
51097_12,CI27806
51099_12,CI27810
51106_12,CI27810
51111_12,CI26916
51114_12,CI26029
51117_12,CI26923
51118_12,CI27456
51120_12,CI24228
51122_12,CI26914
51124_12,CI26855
51129_12,CI26830
51131_12,CI23913
51132_12,CI24418
51137_12,CI26503
51142_12,CI24690
51145_12,CI27137
51147_12,CI23761
51159_12,CI23994
51160_12,CI26921
51163_12,CI26927
51164_12,CI25110
51165_12,CI27803
51166_12,CI27798
51167_12,CI26912
51169_12,CI27804
51170_12,CI27806
51172_12,CI27804
51175_12,CI27803
51176_12,CI24117
51181_12,CI24175
51183_12,CI26198
51184_12,CI26200
51189_12,CI25826
51190_12,CI25316
51194_12,CI24530
51195_12,CI25075
51196_12,CI23653
51197_12,CI26201
51198_12,CI26381
51199_12,CI28530
51200_12,CI25118
51202_12,CI26206
51208_12,CI24868
51214_12,CI27803
51217_12,CI27805
51218_12,CI27804
51220_12,CI24150
51223_12,CI25097
51224_12,CI27802
51233_12,CI24634
51236_12,CI27809
51237_12,CI24868
51240_12,CI23714
51242_12,CI27803
51245_12,CI27811
51247_12,CI24204
51266_12,CI27047
51267_12,CI27137
51268_12,CI26902
51269_12,CI27031
51270_12,CI26873
51272_12,CI27456
51274_12,CI28578
51276_12,CI23887
51279_12,CI24887
51281_12,CI25132
51282_12,CI23726
51284_12,CI24873
51286_12,CI25266
51287_12,CI23874
51289_12,CI26969
51290_12,CI23770
51292_12,CI26825
51293_12,CI23830
51296_12,CI27965
51297_12,CI27972
51298_12,CI27979
51301_12,CI25781
51306_12,CI27792
51307_12,CI27982
51308_12,CI27980
51309_12,CI27973
51311_12,CI26912
51313_12,CI26912
51318_12,CI27010
51319_12,CI27010
51321_12,CI27204
51324_12,CI24968
51328_12,CI27051
51331_12,CI23840
51332_12,CI23554
51334_12,CI24273
51335_12,CI26197
51337_12,CI26220
51340_12,CI27811
51341_12,CI27757
51342_12,CI26866
51347_12,CI24348
51348_12,CI25029
51349_12,CI24418
51355_12,CI24956
51358_12,CI23848
51359_12,CI26197
51360_12,CI26183
51367_12,CI26179
51372_12,CI23975
51377_12,CI24866
51378_12,CI23916
51385_12,CI26908
51387_12,CI24917
51388_12,CI26925
51389_12,CI26925
51390_12,CI23855
51396_12,CI26916
51399_12,CI26188
51401_12,CI26207
51403_12,CI26188
51405_12,CI26990
51407_12,CI26198
51408_12,CI26201
51410_12,CI26207
51416_12,CI24888
51422_12,CI23880
51423_12,CI27529
51424_12,CI26640
51426_12,CI26830
51429_12,CI25143
51433_12,CI26188
51440_12,CI26206
51443_12,CI26984
51445_12,CI26188
51450_12,CI26207
51452_12,CI26190
51459_12,CI27048
51461_12,CI26952
51462_12,CI26902
51466_12,CI27048
51468_12,CI23663
51469_12,CI26168
51471_12,CI26212
51474_12,CI26877
51477_12,CI26213
51481_12,CI26175
51490_12,CI26181
51491_12,CI26902
51492_12,CI26209
51493_12,CI26869
51497_12,CI26184
51498_12,CI26876
51503_12,CI26216
51505_12,CI23999
51507_12,CI26049
51508_12,CI28567
51510_12,CI23691
51512_12,CI24239
51514_12,CI26855
51517_12,CI23691
51518_12,CI24184
51521_12,CI25074
51525_12,CI27676
51527_12,CI23714
51531_12,CI24081
51532_12,CI25135
51534_12,CI25125
51535_12,CI24235
51536_12,CI24958
51538_12,CI24117
51542_12,CI25141
51543_12,CI24953
51545_12,CI26907
51549_12,CI24527
51554_12,CI26910
51556_12,CI24107
51559_12,CI26929
51560_12,CI26914
51561_12,CI26916
51564_12,CI24187
51566_12,CI24475
51567_12,CI25438
51573_12,CI26925
51575_12,CI24968
51578_12,CI26916
51581_12,CI26927
51582_12,CI26859
51586_12,CI26925
51589_12,CI26912
51590_12,CI26861
51593_12,CI26936
51598_12,CI25141
51604_12,CI26912
51605_12,CI26866
51606_12,CI26216
51607_12,CI26912
51611_12,CI26937
51612_12,CI25057
51614_12,CI26907
51621_12,CI26927
51623_12,CI24876
51624_12,CI26936
51627_12,CI26208
51630_12,CI26219
51634_12,CI26936
51638_12,CI26910
51639_12,CI26934
51640_12,CI26219
51643_12,CI26217
51645_12,CI26913
51647_12,CI26916
51648_12,CI26929
51650_12,CI26934
51651_12,CI26924
51653_12,CI26910
51656_12,CI26173
51660_12,CI24500
51661_12,CI26905
51665_12,CI23848
51667_12,CI27416
51668_12,CI24530
51669_12,CI24867
51673_12,CI23663
51677_12,CI23663
51678_12,CI25124
51681_12,CI25054
51684_12,CI25135
51685_12,CI23663
51687_12,CI24943
51688_12,CI25729
51691_12,CI25124
51692_12,CI28577
51694_12,CI27282
51695_12,CI27420
51696_12,CI23667
51705_12,CI28581
51706_12,CI23727
51707_12,CI25024
51709_12,CI25633
51713_12,CI23714
51715_12,CI26160
51717_12,CI24261
51719_12,CI25561
51720_12,CI27804
51722_12,CI27801
51725_12,CI24866
51727_12,CI23848
51728_12,CI27779
51734_12,CI23994
51735_12,CI23770
51737_12,CI24117
51740_12,CI24785
51742_12,CI24603
51743_12,CI25292
51744_12,CI23691
51748_12,CI26928
51750_12,CI24271
51756_12,CI23691
51760_12,CI27789
51763_12,CI26828
51764_12,CI27797
51766_12,CI26856
51768_12,CI26929
51771_12,CI24138
51775_12,CI26936
51776_12,CI26937
51781_12,CI24840
51782_12,CI26902
51784_12,CI27962
51789_12,CI24866
51790_12,CI28729
51793_12,CI24875
51794_12,CI24257
51795_12,CI26250
51799_12,CI27419
51807_12,CI25074
51812_12,CI23763
51814_12,CI27970
51815_12,CI26936
51824_12,CI27970
51826_12,CI23994
51827_12,CI26054
51828_12,CI27731
51829_12,CI26054
51830_12,CI24882
51832_12,CI25056
51834_12,CI24924
51835_12,CI27745
51836_12,CI25149
51837_12,CI26865
51843_12,CI25075
51846_12,CI27927
51848_12,CI28573
51850_12,CI26194
