Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),DEFCON_Level,ID
10,0,0.55,2,5,12,0.507342144,336.02,1,1029600,D,7780
8,0,0.43,2,12,19,0.420704846,336.02,1,1047200,D,4941
8,0,0.49,2,23,59,0.356093979,350.86,1,1038400,D,9941
10,0,0.63,3,6,17,0.457415565,338.14,1,959200,C,10639
8,1,0.03,2,25,87,0.542584435,354.04,1,915200,B,6718
7,1,0,2,16,27,0.567547724,368.88,1,818400,B,2077
7,1,0.07,2,11,19,0.43979442,356.16,1,924000,B,1359
12,0,0.5,3,19,41,0.773127753,334.96,1,897600,C,11329
7,1,0.21,2,7,22,0.39133627,348.74,0,818400,B,7277
9,0,0.45,2,34,103,0.52349486,339.2,1,950400,B,1706
9,0,0.47,2,32,59,0.604258443,332.84,0,924000,C,6096
8,1,0.33,2,21,59,0.52349486,360.4,1,827200,B,6735
8,1,0.01,2,3,19,0.552863436,359.34,1,906400,C,6610
7,1,0,2,14,39,0.479441997,366.76,1,924000,C,2626
9,0,0.49,3,21,122,0.593245228,327.54,1,836000,B,7850
7,1,0.04,2,7,19,0.435389134,355.1,1,827200,C,744
10,0,0.47,2,6,11,0.526431718,342.38,1,906400,C,3040
9,0,0.42,2,3,10,0.56020558,346.62,1,932800,B,8071
7,1,0.1,2,13,64,0.433920705,363.58,1,994400,B,12148
7,1,0.23,2,16,74,0.516152717,347.68,1,792000,B,1068
11,1,0.37,2,11,49,0.515418502,336.02,1,941600,B,8766
8,1,0.01,2,5,14,0.430249633,350.86,1,809600,B,2822
9,1,0.22,2,8,31,0.60866373,358.28,1,924000,C,8192
8,0,0.68,2,16,40,0.350220264,340.26,1,976800,D,3397
12,0,0.69,3,10,30,0.69236417,321.18,1,1003200,C,11700
9,0,0.4,2,12,21,0.400146843,351.92,1,1038400,D,3945
5,1,0.01,1,16,59,0.149045521,413.4,1,1135200,C,5162
10,1,0.23,3,18,48,0.685022026,341.32,1,871200,C,2010
7,0,0.2,2,18,47,0.420704846,359.34,1,809600,B,12391
8,0,0.37,3,36,165,0.530837004,336.02,1,809600,B,1168
9,0,0.4,2,6,12,0.482378855,342.38,1,836000,B,5544
8,1,0.1,2,27,96,0.435389134,355.1,1,871200,B,7698
10,1,0.66,2,6,13,0.530837004,327.54,1,1029600,D,10080
9,0,0.3,3,14,31,0.383994126,341.32,1,1108800,D,2538
8,1,0,1,5,12,0.464757709,363.58,1,836000,B,1435
9,0,0.43,2,12,37,0.345814978,346.62,1,1108800,C,4072
6,0,0.23,8,23,129,0.376651982,351.92,1,862400,B,4265
9,1,0,3,11,18,0.685022026,350.86,1,827200,C,7164
7,1,0,2,14,35,0.458883994,364.64,1,959200,C,12492
7,1,0.18,2,6,31,0.395741557,348.74,1,880000,B,9050
8,1,0.03,2,4,11,0.464757709,356.16,1,924000,A,215
8,1,0.19,2,10,75,0.604258443,365.7,1,812533.3333,B,1185
8,1,0.15,2,13,39,0.535242291,348.74,1,836000,C,6852
7,1,0.07,2,15,21,0.501468429,382.66,1,871200,D,136
8,1,0,1,33,46,0.444199706,339.2,1,1029600,D,912
8,1,0.07,2,19,22,0.457415565,346.62,0,836000,B,6930
11,1,0.22,2,19,23,0.569016153,343.44,1,915200,B,8356
8,1,0.56,2,12,47,0.604258443,368.88,1,809600,C,7593
9,0,0.31,3,13,23,0.445668135,332.84,1,985600,C,5264
7,1,0.3,4,30,131,0.404552129,354.04,0,1064800,D,3263
8,1,0.61,3,23,122,0.465491924,326.48,1,818400,B,7895
13,0,0.52,4,6,35,0.960352423,339.2,1,976800,C,11963
12,0,0.49,3,4,17,0.773127753,334.96,1,862400,D,2913
11,0,0.5,3,5,18,0.640969163,330.72,1,932800,C,7344
8,0,0.3,2,18,38,0.432452276,334.96,1,871200,C,11372
9,1,0,2,14,31,0.376651982,337.08,1,844800,B,9597
13,1,0.45,3,7,17,0.626284875,331.78,1,1003200,C,2900
8,1,0.12,2,38,43,0.353891336,366.76,1,888800,D,7756
14,0,0.74,3,23,71,0.831864905,309.52,2,1012000,C,6618
10,0,0.46,2,26,65,0.640969163,348.74,1,800800,B,4374
7,0,0.25,9,26,91,0.567547724,360.4,1,871200,C,9893
6,0,0.25,2,5,12,0.332599119,361.46,1,862400,B,7812
8,1,0,2,9,25,0.604258443,356.16,0,792000,B,256
10,0,0.35,2,6,17,0.563142438,342.38,1,959200,B,1424
8,0,0.68,2,5,11,0.46989721,356.16,1,827200,B,7386
11,1,0.55,2,5,13,0.72907489,345.56,1,836000,A,5991
9,1,0,2,24,33,0.655653451,359.34,0,924000,D,9338
10,0,0.47,2,6,24,0.552863436,333.9,1,915200,B,2368
8,1,0.23,3,5,15,0.360499266,328.6,1,844800,B,194
6,0,0.43,3,28,80,0.266519824,367.82,1,1012000,C,1962
9,0,0.49,3,38,127,0.552863436,344.5,1,853600,B,11937
8,1,0.01,2,3,12,0.36784141,374.18,1,941600,C,4288
9,0,0.42,2,9,18,0.545521292,346.62,1,836000,C,3403
16,1,0.65,6,6,14,0.960352423,303.16,2,976800,C,8418
7,1,0.35,2,51,98,0.269456681,346.62,1,928400,B,10422
9,0,0.4,3,7,12,0.425110132,337.08,0,932800,C,6948
12,0,0.56,2,6,15,0.72907489,333.9,1,844800,A,3961
6,0,0.13,1,12,28,0.135095448,379.48,1,1126400,F,5891
10,0,0.59,4,11,35,0.508810573,338.14,1,1073600,D,12253
9,1,0.11,3,13,30,0.598384728,356.16,1,924000,B,1202
8,0,0.09,3,4,20,0.622613803,362.52,1,897600,B,9780
7,1,0.33,2,16,65,0.42804699,373.12,1,915200,B,8228
8,1,0.02,1,10,18,0.411894273,368.88,1,941600,C,446
9,0,0.51,2,9,26,0.347283407,342.38,1,1029600,C,3796
8,0,0.48,2,26,48,0.382525698,354.04,1,968000,C,5756
8,1,0.21,2,7,28,0.332599119,328.6,0,862400,B,6751
8,1,0.04,4,17,46,0.552863436,350.86,1,844800,A,7685
9,1,0.34,2,16,34,0.537444934,355.1,1,915200,B,8127
9,0,0.52,2,7,20,0.561674009,340.26,1,827200,B,200
7,1,0.02,2,15,23,0.486784141,382.66,1,862400,B,6888
8,1,0.04,2,10,35,0.361967695,334.96,1,862400,B,369
7,1,0.09,2,4,12,0.510279001,352.98,1,836000,C,11330
9,0,0.48,2,22,46,0.604258443,345.56,1,853600,C,9103
8,1,0.7,2,12,66,0.42804699,322.24,1,818400,B,8205
10,0,0.24,2,5,14,0.516152717,341.32,1,906400,C,2569
6,1,0,2,28,94,0.266519824,375.24,1,1029600,C,6891
8,1,0.03,2,7,12,0.464757709,358.28,1,827200,B,8879
8,1,0.48,3,39,69,0.485315712,361.46,1,888800,B,2721
8,1,0.26,2,13,63,0.486784141,333.9,1,836000,B,5592
8,1,0,2,33,45,0.364904552,356.16,1,968000,C,7233
6,1,0.21,2,14,28,0.480176211,361.46,1,924000,C,4101
8,1,0.42,2,5,17,0.33113069,355.1,1,1100000,C,4753
11,0,0.6,2,6,17,0.551395007,343.44,1,1003200,C,4587
8,0,0.33,2,4,8,0.366372981,350.86,1,968000,C,1257
7,1,0.09,2,16,26,0.479441997,364.64,1,853600,C,4172
11,1,0.43,2,25,91,0.582232012,334.96,1,809600,C,1301
7,0,0.31,2,34,70,0.567547724,381.6,1,915200,C,7227
7,1,0.05,2,7,12,0.425844347,374.18,1,950400,B,6043
8,1,0.24,3,6,24,0.472099853,348.74,1,968000,A,1908
9,0,0.31,3,13,39,0.611600587,337.08,1,880000,C,2632
9,1,0.16,2,11,21,0.502936858,339.2,1,792000,C,6840
9,0,0.53,3,9,21,0.3979442,342.38,1,1047200,C,479
6,0,0.43,2,18,39,0.244493392,352.98,1,1091200,C,9813
8,1,0.28,2,11,65,0.473568282,355.1,1,862400,B,3805
10,1,0.5,2,19,112,0.516152717,318,1,792000,B,11807
8,1,0.22,2,43,140,0.450073421,345.56,1,871200,B,4850
10,0,0.64,3,6,20,0.508810573,349.8,1,1029600,C,6283
7,1,0.02,2,17,34,0.398678414,376.3,1,915200,B,3343
9,0,0.4,3,7,15,0.3979442,355.1,1,1020800,D,698
8,1,0,2,6,9,0.344346549,360.4,1,959200,A,7655
9,1,0,2,19,41,0.39133627,337.08,1,976800,C,7052
10,0,0.49,3,4,10,0.510279001,336.02,1,994400,D,10651
10,0,0.54,3,7,20,0.582232012,337.08,1,1056000,C,10859
12,0,0.49,1,5,21,0.575624082,315.88,1,862400,C,4886
7,1,0.08,2,14,93,0.54185022,378.42,1,827200,B,9482
11,0,0.68,3,6,17,0.626284875,330.72,1,985600,B,2960
8,1,0.09,2,34,35,0.386196769,357.22,1,959200,C,8673
9,0,0.49,3,17,77,0.593245228,348.74,1,765600,C,3791
7,1,0,2,3,19,0.429515419,352.98,0,853600,B,10068
7,0,0.24,2,28,55,0.470631424,363.58,1,932800,C,11553
7,0,0.04,2,18,88,0.395007342,349.8,1,827200,B,5216
8,1,0.21,2,32,96,0.40969163,358.28,0,853600,B,2208
9,1,0.34,2,5,77,0.60866373,357.22,1,827200,B,11839
8,1,0.06,2,14,113,0.444933921,340.26,1,862400,C,2395
7,0,0.42,6,23,42,0.497063142,367.82,1,1020800,C,4982
8,0,0.45,3,26,52,0.479441997,355.1,1,800800,C,3303
7,1,0.16,2,12,35,0.464757709,351.92,0,809600,B,5173
8,1,0.01,2,17,43,0.427312775,334.96,1,941600,B,60
12,0,0.49,2,5,15,0.582232012,327.54,1,888800,B,9203
7,1,0.03,2,7,13,0.380323054,365.7,1,941600,C,6506
9,0,0.36,2,53,102,0.501468429,364.64,1,906400,A,1353
8,0,0.27,2,20,71,0.497797357,339.2,1,800800,B,11053
8,1,0.24,2,15,55,0.611600587,354.04,1,818400,B,169
8,1,0,1,30,35,0.357562408,356.16,1,950400,C,2696
8,1,0.02,2,13,26,0.417033774,357.22,1,880000,C,10161
9,0,0.53,2,18,69,0.473568282,332.84,1,809600,C,7575
12,0,0.49,3,27,70,0.736417034,344.5,1,968000,C,7341
8,0,0.44,4,12,27,0.602790015,367.82,1,959200,D,2151
7,1,0.12,2,4,7,0.461820852,361.46,0,888800,D,1884
8,1,0.26,2,11,23,0.567547724,337.08,0,809600,B,644
8,0,0.3,2,8,34,0.442731278,348.74,1,880000,C,5038
7,0,0.4,1,5,11,0.302496329,349.8,1,1038400,D,5116
8,1,0.14,2,11,42,0.56020558,374.18,1,836000,C,1375
10,0,0.2,11,18,39,0.655653451,351.92,0,827200,B,10894
7,1,0.16,2,12,40,0.486784141,357.22,1,818400,B,2401
8,1,0.43,2,5,24,0.479441997,341.32,0,836000,C,9502
6,1,0,2,6,13,0.482378855,394.32,1,853600,C,5570
10,0,0.39,2,3,9,0.339941263,332.84,0,1012000,D,2487
7,1,0.18,5,50,140,0.485315712,311.64,1,809600,B,8037
12,0,0.55,2,5,17,0.575624082,316.94,1,880000,B,3870
7,1,0.02,2,9,22,0.479441997,367.82,1,932800,C,10148
7,1,0,2,6,12,0.172540382,359.34,0,1073600,C,4142
11,0,0.58,3,4,8,0.489720999,340.26,1,924000,C,6860
9,0,0.39,2,41,73,0.473568282,367.82,1,968000,B,4107
8,0,0.31,2,8,35,0.285609398,346.62,0,994400,C,2805
6,1,0.08,2,24,45,0.241556535,381.6,1,836000,C,10909
8,1,0.2,1,15,34,0.456681351,334.96,1,818400,A,3871
12,0,0.63,3,6,24,0.72907489,329.66,1,862400,C,6004
8,1,0.26,2,31,89,0.410425844,349.8,1,853600,B,8011
7,1,0.07,2,20,84,0.54185022,372.06,1,827200,C,2047
8,0,0.15,3,33,77.5,0.52349486,338.14,1,836000,B,7146
7,1,0.17,5,29,65,0.398678414,358.28,1,941600,C,2965
9,0,0.39,2,4,8,0.340675477,337.08,1,1012000,C,5942
6,1,0.15,2,13,29,0.260646109,377.36,1,1082400,C,11853
8,1,0,4,27,67,0.535242291,336.02,1,827200,B,9827
8,0,0.42,2,18,43,0.552863436,356.16,1,915200,B,5233
7,0,0.14,2,9,18,0.303230543,357.22,1,915200,B,6779
7,0,0.21,2,41,133,0.574889868,373.12,1,827200,B,11928
11,0,0.5,3,17,43,0.52349486,347.68,1,1029600,D,8717
9,1,1,4,9,39,0.714390602,368.88,1,1038400,C,6219
5,0,0.02,2,26,33,0.056534508,375.24,1,1232000,D,12216
7,1,0.12,2,12,38,0.497797357,362.52,1,844800,B,3089
8,0,0.23,2,13,32,0.316446402,343.44,1,1003200,B,4298
5,0,0.25,2,8,22,0.244493392,413.4,1,1082400,C,2243
9,1,0.34,3,17,48,0.579295154,351.92,1,950400,C,6226
7,0,0.21,2,26,58,0.460352423,368.88,1,915200,C,12131
10,0,0.47,2,13,33,0.604258443,356.16,1,853600,C,5282
8,1,0.56,2,18,91,0.442731278,361.46,1,1091200,C,8229
9,0,0.35,2,30,52,0.574889868,350.86,1,924000,C,8103
9,0,0.59,2,9,25,0.334067548,333.9,1,1003200,D,5779
5,0,0,2,16,46,0.056534508,392.2,1,1193866.667,D,10132
8,1,0.24,3,10,78,0.497797357,336.02,1,827200,C,8413
9,0,0.4,1,10,21,0.417767988,350.86,1,1056000,C,4706
8,1,0.09,3,4,13,0.495594714,339.2,0,994400,C,386
7,1,0,2,15,23,0.558737151,361.46,1,836000,B,6155
12,0,0.49,4,54,73,0.802496329,349.8,1,818400,B,11994
8,1,0.42,2,5,13,0.27092511,332.84,0,1100000,F,968
12,0,0.76,5,6,15,0.589574156,323.3,1,985600,C,11979
8,0,0.18,2,15,67,0.453744493,340.26,0,836000,B,766
8,1,0.1,3,5,12,0.626284875,341.32,1,800800,C,10525
10,0,0.49,3,14,32,0.508810573,338.14,1,1100000,D,10418
12,0,0.5,2,13,27,0.707048458,328.6,1,994400,D,6575
9,1,0.49,2,16,48,0.574889868,344.5,1,809600,A,4118
10,1,0.44,2,15,21,0.419236417,337.08,1,836000,B,8352
9,1,0.24,3,13,37,0.711453744,347.68,1,836000,B,556
11,1,0.34,16,40,95,0.906754772,342.38,1,1020800,D,4436
8,1,0.28,2,31,73,0.410425844,340.26,1,871200,B,10463
9,0,0.49,2,38,100,0.464757709,347.68,1,1038400,D,11584
8,1,0.16,2,11,73,0.486784141,339.2,1,800800,C,1766
9,0,0.3,3,29,104,0.514684288,322.24,1,897600,C,7619
6,1,0,2,7,19,0.250367107,373.12,1,1108800,D,350
8,1,0,2,3,13,0.377386197,375.24,1,1038400,C,11805
8,1,0.25,2,14,105,0.464757709,343.44,1,827200,B,3646
6,1,0.03,2,17,49,0.34948605,365.7,1,932800,D,8447
10,0,0.41,9,13,25,0.919970631,356.16,1,888800,D,6366
8,1,0.01,2,12,33,0.508810573,359.34,1,880000,C,11321
9,0,0.41,6,15,75,0.671806167,348.74,1,792000,C,11365
10,1,0.22,3,29,53,0.699706314,343.44,1,844800,B,7859
8,0,0.51,2,19,67,0.501468429,349.8,1,809600,B,998
10,0,0.39,2,3,7,0.455947137,352.98,1,976800,C,12078
8,0,0.08,2,6,14,0.435389134,347.68,1,897600,B,2678
11,0,0.53,3,4,15,0.582232012,343.44,1,844800,B,4290
8,1,0.32,3,15,24,0.455947137,354.04,0,1012000,C,8704
7,1,0.29,2,10,64,0.494126285,365.7,1,827200,A,7959
8,1,0.19,2,17,119,0.444933921,348.74,1,818400,B,1708
9,0,0.38,2,41,67,0.360499266,367.82,1,1038400,C,9614
9,1,0.26,2,7,31,0.516152717,326.48,0,827200,B,10408
8,1,0.2,2,11,38,0.633627019,368.88,1,844800,B,4033
7,1,0.22,2,14,49,0.52349486,334.96,1,809600,B,3668
10,0,0.36,2,17,39,0.433920705,332.84,1,976800,D,5397
8,1,0.21,2,5,28,0.395741557,348.74,1,880000,C,11814
10,0,0.55,2,24,83,0.5969163,348.74,1,827200,B,6857
6,1,0.1,3,13,38,0.45814978,377.36,1,1020800,C,7220
10,1,0.37,2,26,99,0.707048458,334.96,1,809600,B,8570
7,1,0,3,15,39,0.472099853,360.4,1,950400,C,3634
9,0,0.43,3,11,21,0.611600587,350.86,1,897600,D,9556
11,1,0.22,3,8,28,0.611600587,330.72,1,880000,C,10908
8,1,0.04,2,8,20,0.42804699,350.86,1,880000,D,1742
8,1,0.12,3,6,24,0.545521292,349.8,1,800800,C,9837
7,1,0,3,8,18,0.483113069,359.34,1,880000,A,11511
8,1,0.08,2,5,20,0.534508076,356.16,1,880000,B,3903
10,0,0.34,3,24,78,0.611600587,332.84,1,827200,B,4132
11,0,0.42,2,14,19,0.508810573,324.36,1,1038400,D,3220
6,1,0.33,3,9,46,0.457415565,362.52,1,1064800,C,3551
8,1,0.35,2,24,114,0.494126285,336.02,1,800800,B,11793
8,0,0.17,2,3,7,0.301762115,366.76,1,1012000,B,3480
8,0,0.5,2,9,23,0.574889868,337.08,1,827200,A,9931
12,0,0.54,3,19,41,0.670337739,309.52,1,1056000,D,1273
8,0,0.76,5,3,10,0.622613803,345.56,1,985600,C,538
9,0,0.31,2,24,39,0.57195301,343.44,1,924000,C,2187
6,1,0,2,7,23,0.482378855,381.6,1,844800,B,5921
9,0,0.39,2,6,10,0.438325991,331.78,1,1003200,B,7074
7,0,0.24,2,18,24,0.376651982,361.46,1,932800,C,9501
8,1,0,2,18,45,0.490455213,354.04,1,827200,B,2747
8,0,0.29,2,18,34,0.400146843,347.68,1,844800,C,3750
7,1,0.14,2,7,18,0.442731278,326.48,1,844800,B,9766
9,1,0.14,2,25,48,0.508076358,348.74,1,853600,B,6353
8,0,0.32,3,29,63,0.640969163,352.98,1,862400,B,3951
6,0,0.08,2,18,28,0.375917768,377.36,1,1012000,C,12258
10,0,0.63,3,6,26,0.508810573,334.96,1,976800,D,10314
9,0,0.29,2,27,136,0.501468429,347.68,1,836000,B,3277
7,0,0.64,2,22,149,0.332599119,328.6,1,1100000,D,10825
9,1,0.1,2,10,22,0.399412628,332.84,1,853600,B,5530
6,0,0.09,2,17,61,0.459618209,375.24,1,915200,B,10344
5,0,0,2,3,19,0.171071953,377.36,1,1126400,C,11857
6,1,0,2,28,63,0.310572687,382.66,1,968000,C,5096
8,0,0.48,2,6,11,0.552863436,359.34,1,906400,D,11885
7,1,0.05,2,12,54,0.426578561,372.06,1,959200,C,11658
7,1,0,2,40,54,0.574889868,364.64,1,827200,B,4466
8,1,0.56,2,25,129,0.494126285,342.38,1,809600,B,5518
7,0,0.09,3,19,34,0.389867841,360.4,1,932800,C,9041
8,0,0.4,2,34,79,0.450073421,349.8,1,985600,B,10413
10,0,0.46,2,14,33,0.604258443,371,1,880000,D,11169
10,1,0.49,3,11,98,0.533773862,304.22,1,880000,B,9653
11,1,0.67,2,3,9,0.340675477,332.84,1,1038400,C,9851
6,0,0.09,2,19,36,0.389867841,380.54,1,985600,A,3509
6,0,0.13,2,12,28,0.207782673,373.12,1,1135200,D,8872
14,0,0.79,4,17,41,0.831864905,315.88,1,1038400,C,10482
7,1,0.07,2,6,14,0.320851689,346.62,1,994400,C,8732
8,1,0.43,2,12,50,0.501468429,360.4,1,924000,C,7796
15,1,0.49,4,10,17,0.831864905,320.12,1,1117600,C,4582
7,1,0.17,2,27,94,0.435389134,344.5,1,809600,C,11841
7,1,0.15,2,26,63,0.450073421,362.52,1,994400,B,4116
8,0,0.3,3,35,106,0.494126285,346.62,0,836000,B,3042
7,1,0.05,5,5,12,0.588105727,358.28,1,844800,C,2528
8,0,0.25,3,10,28,0.472099853,327.54,1,827200,C,5571
10,0,0.49,3,5,14,0.516152717,341.32,1,968000,C,1575
6,0,0.19,2,15,26,0.500734214,361.46,1,800800,B,9357
8,1,0.23,3,10,74,0.490455213,342.38,1,818400,B,3712
8,1,0.2,1,17,108,0.450073421,349.8,1,871200,B,3031
8,1,0,3,11,18,0.429515419,320.12,0,827200,B,2968
10,0,0.34,2,28,86,0.611600587,343.44,1,888800,C,4946
11,0,0.47,2,9,28,0.626284875,306.34,1,836000,B,9261
6,0,0.17,2,15,34,0.207782673,352.98,1,1100000,D,7603
10,1,0.26,2,8,23,0.538179148,336.02,1,792000,B,9506
10,0,0.46,2,14,25,0.4030837,338.14,1,985600,D,1549
13,0,0.75,3,6,47,0.773127753,340.26,1,941600,C,2297
9,1,0.24,7,6,32,0.656387665,358.28,1,827200,C,11218
9,1,0.24,3,15,93,0.611600587,350.86,1,836000,C,2497
8,0,0.3,2,32,70,0.504405286,346.62,1,836000,B,5545
8,1,0.11,2,7,19,0.52349486,362.52,1,880000,B,5161
6,1,0.09,2,7,23,0.347283407,371,1,1003200,B,5455
7,1,0.01,2,8,25,0.615271659,390.08,1,844800,B,9457
10,1,0.19,3,17,72,0.685022026,349.8,1,880000,B,4155
10,0,0.47,2,6,20,0.471365639,339.2,1,1003200,C,7891
7,0,0.27,2,5,21,0.48825257,351.92,1,809600,C,9917
15,1,0.79,4,9,41,0.831864905,315.88,1,1038400,B,10208
7,0,0.12,2,4,25,0.553597651,373.12,1,924000,B,11161
8,0,0.42,2,9,21,0.582232012,324.36,0,827200,B,8651
8,0,0.19,2,8,11,0.363436123,327.54,1,862400,C,6664
9,0,0.49,3,11,37,0.611600587,337.08,1,836000,A,9499
9,0,0.57,2,16,43,0.574889868,344.5,1,800800,C,6709
8,0,0.3,2,20,65,0.522026432,366.76,1,818400,B,11641
9,0,0.32,2,4,10,0.484581498,330.72,1,959200,D,9042
8,0,0.23,2,28,71,0.457415565,338.14,1,862400,B,113
7,1,0.01,2,40,64,0.574889868,369.94,1,915200,B,2627
9,0,0.57,5,10,30,0.338472834,332.84,1,1056000,C,4782
7,1,0,2,12,22,0.530837004,358.28,1,827200,C,9626
9,0,0.46,2,19,46,0.447870778,344.5,1,1020800,D,1434
7,1,0.01,2,27,38,0.472834068,357.22,1,800800,B,482
9,0,0.48,2,5,17,0.334067548,339.2,1,1091200,D,6782
9,0,0.57,3,13,23,0.552863436,352.98,1,976800,C,2726
7,0,0.09,2,19,38,0.432452276,381.6,1,968000,B,4699
6,0,0.09,1,18,28,0.323788546,375.24,1,1003200,A,1895
8,1,0.27,3,5,15,0.344346549,328.6,0,1012000,B,1656
7,1,0.26,3,28,52,0.429515419,360.4,1,968000,D,2566
8,1,0.01,2,5,18,0.361967695,354.04,0,888800,D,3106
8,0,0.29,3,10,28,0.388399413,345.56,1,1012000,D,263
8,1,0.27,2,17,54,0.567547724,350.86,1,809600,A,3298
7,0,0.44,2,9,23,0.450073421,343.44,1,1003200,D,7250
7,0,0.6,2,16,44,0.582232012,373.12,1,853600,B,7969
6,1,0.05,2,5,20,0.399412628,371,0,959200,A,1615
7,1,0.18,2,13,41,0.508810573,362.52,1,809600,B,7389
7,0,0.34,2,13,37,0.479441997,367.82,1,897600,C,4163
11,0,0.5,2,10,41,0.72907489,323.3,1,792000,B,2939
7,1,0.21,4,34,60,0.485315712,360.4,1,880000,C,11533
8,0,0.32,2,17,25,0.376651982,360.4,1,976800,C,9649
7,0,0.08,2,17,65,0.4030837,347.68,1,827200,B,9306
8,0,0.34,2,11,30,0.441997063,345.56,1,985600,C,1477
7,1,0.04,2,13,85,0.430249633,355.1,1,915200,B,4606
8,1,0.15,3,12,52,0.567547724,354.04,1,800800,B,6604
8,1,0.09,2,11,48,0.417767988,345.56,1,827200,B,1842
8,1,0.23,2,20,66,0.46328928,357.22,1,836000,B,5442
7,1,0.05,5,27,46,0.398678414,372.06,0,1047200,C,2422
7,1,0.54,2,18,102,0.543318649,376.3,1,809600,B,11677
8,1,0.22,2,10,40,0.574889868,350.86,1,809600,B,3944
7,1,0,2,9,17,0.25917768,364.64,1,1047200,C,643
9,1,0.49,3,41,69,0.655653451,334.96,1,924000,C,3947
9,1,0.1,2,12,48,0.537444934,352.98,0,897600,B,807
7,1,0.18,2,12,39,0.633627019,382.66,1,853600,B,6817
7,1,0.26,3,16,101,0.544052863,378.42,1,924000,C,9309
8,0,0.42,2,3,9,0.302496329,345.56,1,1003200,B,8529
6,1,0.33,2,35,60,0.392070485,364.64,1,941600,B,5065
7,1,0,2,22,28,0.580763583,381.6,1,862400,B,2
8,0,0.2,2,22,58,0.435389134,347.68,0,862400,B,11719
9,0,0.49,3,18,122,0.611600587,333.9,1,853600,B,7957
9,1,0.31,3,18,48,0.655653451,358.28,1,853600,C,6808
7,0,0.33,7,26,129,0.226872247,334.96,1,1038400,C,2648
12,1,0.59,1,6,43,0.787812041,344.5,0,809600,B,2804
7,1,0.01,2,40,55,0.394273128,380.54,0,1003200,C,4314
10,0,0.49,3,5,19,0.52349486,339.2,1,994400,C,4997
8,1,0.22,2,43,145,0.450073421,348.74,1,888800,A,9979
7,1,0.02,2,26,94,0.475770925,351.92,1,880000,B,8637
8,0,0.49,3,21,122,0.538179148,339.2,1,827200,B,10609
8,1,0,3,25,61,0.567547724,352.98,1,800800,B,9846
9,0,0.47,2,7,19,0.450073421,339.2,1,1003200,B,10457
7,1,0.01,2,24,40,0.279001468,355.1,1,1029600,C,26
8,0,0.53,2,9,22,0.392804699,321.18,1,1003200,B,9796
10,0,0.45,2,20,42,0.406020558,341.32,1,1047200,D,9576
6,1,0.28,2,15,105,0.39133627,344.5,1,871200,B,3858
8,1,0.27,2,17,96,0.47650514,345.56,1,827200,C,7145
12,0,0.53,3,19,47,0.699706314,330.72,1,1056000,D,7721
10,0,0.58,2,3,8,0.455947137,333.9,1,1029600,D,2418
6,0,0.19,3,9,25,0.420704846,362.52,1,941600,C,6262
11,0,0.66,3,12,19,0.54185022,343.44,1,844800,B,9235
8,1,0.13,2,11,53,0.530837004,354.04,1,792000,B,3161
7,1,0,2,11,18,0.407488987,357.22,0,853600,B,6597
8,1,0.21,2,14,31,0.508810573,339.2,0,809600,B,10370
7,1,0.31,2,38,44,0.376651982,342.38,1,1073600,D,10589
5,0,0.5,2,17,62,0.340675477,389.02,1,950400,B,5028
8,1,0.1,2,11,22,0.450073421,345.56,0,862400,C,119
7,1,0.02,2,10,18,0.450073421,384.78,1,875600,B,6424
7,0,0.42,2,21,36,0.262114537,354.04,1,1135200,C,12203
8,1,0.3,3,11,39,0.52349486,355.1,1,959200,D,8109
6,1,0.05,2,41,85,0.317914831,358.28,1,1108800,C,7043
9,1,0,2,26,61,0.39133627,322.24,0,844800,B,8481
9,0,0.49,3,18,95,0.611600587,347.68,1,888800,B,3055
6,0,0.47,3,22,72,0.253303965,359.34,1,1196800,D,8701
7,0,0.25,2,33,88,0.406020558,356.16,1,915200,B,11519
7,1,0.13,2,18,40,0.475770925,357.22,1,836000,C,7951
8,2,0.4,2,22,81,0.494126285,342.38,1,862400,C,5133
10,1,0.33,2,31,73,0.516152717,333.9,1,871200,B,8000
7,1,0.09,3,10,89,0.665932452,391.14,1,836000,C,11046
9,1,0.11,2,20,56,0.552863436,340.26,1,871200,B,3172
7,0,0.33,2,11,47,0.530837004,349.8,1,959200,D,9385
13,0,0.66,3,6,15,0.670337739,305.28,2,1073600,B,6237
8,0,0.33,2,16,144,0.582966226,339.2,0,809600,B,4336
8,1,0.06,3,15,111,0.552863436,333.9,1,809600,B,11237
10,1,0.34,2,21,77,0.508810573,307.4,1,862400,B,11924
8,1,0.05,2,8,25,0.567547724,357.22,0,827200,A,4610
13,0,0.66,2,6,29,0.737885463,327.54,1,818400,B,6497
8,1,0.06,2,9,35,0.508810573,358.28,1,844800,C,10386
8,0,0.4,5,12,24,0.455947137,343.44,1,1056000,D,8523
9,0,0.52,2,18,25,0.479441997,364.64,1,959200,C,10851
8,0,0.4,2,8,32,0.494126285,374.18,1,906400,C,828
6,1,0.03,2,7,15,0.399412628,364.64,1,994400,C,8035
7,1,0.06,2,15,67,0.426578561,374.18,1,897600,B,8670
7,1,0,1,39,64,0.394273128,373.12,1,1126400,F,477
