Review Text,Review Title,topic
This is my second bottle.  The capsules would make my stomach burn a little bit so I knew they were working on the first bottle.  I've taken six pills out of the new bottle and none of it made my stomach burn.  I should have looked at the negative reviews when I bought the second bottle but I didn't.  Maybe this is just a bad batch But if so what does it say for quality control.  When a company makes several products And they start to cut corners to increase profits they shoot themselves in the foot.  Will I buy any other products made by NOW?  Not sure.  I will definitely be looking at the negative reviews.  When one product is bad What does it say for the other products that they make?,Once you lose a customer what does it take to get them back?,Allergic
"Might want to buy this one at the grocery store. Mine arrived today after running out and deciding I’ll try buying it on ""X Brand"" instead of ubering it. Came congealed and if you are able to take a piece of gummy off of the giant mass of gummy, it’s texture is like pre-chewed gum that you are about to throw out. Might need to be shipped cold to avoid this.",One large inedible gummy,Color and texture
"I overlooked the Stevia in the ingredients, it's a bad combination to add this sweetener to the green powder honestly, it makes the juice taste artificially sweet like a sweet tart. I want my greens to taste like raw greens, why does it have to be sweet? Very hard to drink in my opinion, I have to pinch my nose to get it down. I still give it three starts for over all quality of ingredients, but taste is horrible.",Stevia sweetener totally unnecessary,Quality/Contaminated
"I overlooked the Stevia in the ingredients, it's a bad combination to add this sweetener to the green powder honestly, it makes the juice taste artificially sweet like a sweet tart. I want my greens to taste like raw greens, why does it have to be sweet? Very hard to drink in my opinion, I have to pinch my nose to get it down. I still give it three starts for over all quality of ingredients, but taste is horrible.",Stevia sweetener totally unnecessary,Color and texture
"I overlooked the Stevia in the ingredients, it's a bad combination to add this sweetener to the green powder honestly, it makes the juice taste artificially sweet like a sweet tart. I want my greens to taste like raw greens, why does it have to be sweet? Very hard to drink in my opinion, I have to pinch my nose to get it down. I still give it three starts for over all quality of ingredients, but taste is horrible.",Stevia sweetener totally unnecessary,Bad Taste/Flavor
Horrible no kick unless you put 3 or more scoops. Crash in the middle of your day.<br />Powder film coat in mouth.<br />Just  a waste,Bad choice dont buy,Quality/Contaminated
Stevia as sweetener,Nasty flavor,Bad Taste/Flavor
"My 2 year old likes these Solimo vitamin gummies. Of course he does! They look and taste like candy.  (I rip them up into smaller pieces so they aren't a choking hazard). They are covered with sugar. Sugar is the first ingredient (maybe from cane or beet, common sources of sucrose).<br /><br />I appreciate that there is no artificial coloring in the formulation and it's made from pectin, but I don't like that they look so much like fruity gum drop candies. I have to keep the bottle out of sight, because I don't want him asking for these. They are not snacks.<br /><br />Can ""X Brand"" formulate a sugar-free version?","Why so much sugar, ""X Brand""?",Too Sweet
"My 2 year old likes these Solimo vitamin gummies. Of course he does! They look and taste like candy.  (I rip them up into smaller pieces so they aren't a choking hazard). They are covered with sugar. Sugar is the first ingredient (maybe from cane or beet, common sources of sucrose).<br /><br />I appreciate that there is no artificial coloring in the formulation and it's made from pectin, but I don't like that they look so much like fruity gum drop candies. I have to keep the bottle out of sight, because I don't want him asking for these. They are not snacks.<br /><br />Can ""X Brand"" formulate a sugar-free version?","Why so much sugar, ""X Brand""?",Ingredients
this is so gross and cost way too much. dont buy!,dont do it,Bad Taste/Flavor
The watermelon flavor is overly sweet IMO. To the point it is unpleasant. I took a chance on it but I wouldn't order it again. I dont even want to drink it every day.  And I put it in a 24 oz. Bottle not the 8 oz it recommends so its allegedly super diluted. Bow most of my ble der bottles just reek of this fake watermelon,Watermelon too sweet,Too Sweet
The watermelon flavor is overly sweet IMO. To the point it is unpleasant. I took a chance on it but I wouldn't order it again. I dont even want to drink it every day.  And I put it in a 24 oz. Bottle not the 8 oz it recommends so its allegedly super diluted. Bow most of my ble der bottles just reek of this fake watermelon,Watermelon too sweet,Bad Taste/Flavor
"Used per package directions, the only thing that happened when I took these, I got terrible heart burn! Won’t be buying again.",No results,Not Effective
"Used per package directions, the only thing that happened when I took these, I got terrible heart burn! Won’t be buying again.",No results,Allergic
I have been ordering these for quite some time now and am very happy with it. This last batch smells really funny even though it expires next year,This batch smells weird,Texture
I have been ordering these for quite some time now and am very happy with it. This last batch smells really funny even though it expires next year,This batch smells weird,Expiry
it made me started feeling numb in arms and legs.  Hard to sleep,Not for me,Allergic
"How can they sale nearly expired bottle here, peolple will know and return , so what's point ?",nearly expired bottle,Expiry
"After getting sick from a ruptured capsule of Krill Oil supplements that leaked all over my vitamins one day while on a trip, I decided to stop taking the Krill Oil and find a substitute. Fish oil was even worse!  Ugh!  The taste and smell of ALL of them was terrible; and I tried several from Alaskan to Salmon, etc, to no avail.  I decided to try this vegetarian supplement, flax seed, and it has been great!  No bad taste, shelf stability, and absolutely no after burps or upset stomach. I'm nearly through the first bottle and will order again. I don't know if it works as well as Krill or Fish, but I do believe it works good enough to be of benefit. After all, how good does it really have to be?<br />UPDATE 4/22/19  ***  Have to withdraw my previous praise for this product. Toward the end of the bottle, maybe 20 pills remaining, I began suffering terrible intestinal and stomach upsets. After I eliminated a few other possible causes, it kept happening. Finally, I read up on the side affects of Flaxseed oil and saw that stomach and intestinal upsets were just about the number one side affect!  Stopped taking it and, immediately, the upsets stopped and I get back to normal. This is not about Nature Made or ""X Brand"" because both have excellent products and services. This is just about Flaxseed oil in general. I won't touch the stuff again, that's for sure, in ANY form!",WONDERFUL PRODUCT ! (NOT ANYMORE!),Ingredients
